"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Algeria","1997","Machinery; parts of poultry-keeping machinery or poultry incubators and brooders","Import","21684","6261","Weight in kilograms","6261"
"Algeria","1997","Machinery; parts of that machinery for agricultural, horticultural or forestry use n.e.c. in heading no. 8436","Import","61293","10768","Weight in kilograms","10768"
"Algeria","1997","Machinery; parts of that machinery for agricultural, horticultural or forestry use n.e.c. in heading no. 8436","Export","6520","179","Weight in kilograms","179"
"Algeria","1997","Machines; for cleaning, sorting or grading seed, grain or dried leguminous vegetables","Import","2307952","149123","Weight in kilograms","149123"
"Algeria","1997","Machinery; for use in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm-type machinery","Import","8808980","620348","Weight in kilograms","620348"
"Algeria","1997","Machines; parts of those for cleaning, sorting or grading seed, grain or dried leguminous vegetables or for milling or working cereals or dried leguminous vegetables (not farm-type machinery)","Import","875807","97760","Weight in kilograms","97760"
"Algeria","1997","Machinery; industrial, for bakery and for the manufacture of macaroni, spaghetti or similar products","Import","7198221","1064557","Weight in kilograms","1064557"
"Algeria","1997","Machinery; industrial, for the manufacture of confectionery, cocoa or chocolate","Import","3785742","220518","Weight in kilograms","220518"
"Algeria","1997","Machinery; industrial, for sugar manufacture","Import","5821","3706","Weight in kilograms","3706"
"Algeria","1997","Machinery; industrial, brewery machinery","Import","694","30","Weight in kilograms","30"
"Algeria","1997","Machinery; industrial, for the preparation of meat or poultry","Import","731989","61900","Weight in kilograms","61900"
"Algeria","1997","Machinery; industrial, for the preparation of fruits, nuts or vegetables","Import","4269751","396355","Weight in kilograms","396355"
"Algeria","1997","Machinery; used in the industrial preparation or manufacture of food or drink, n.e.c. in heading no. 8438","Import","662154","75967","Weight in kilograms","75967"
"Algeria","1997","Machinery; parts of those machines used in the industrial preparation or manufacture of food or drink","Import","951125","35145","Weight in kilograms","35145"
"Algeria","1997","Machinery; for making pulp of fibrous cellulosic material","Import","118619","5253","Weight in kilograms","5253"
"Algeria","1997","Machinery; for making paper or paperboard","Import","383035","17187","Weight in kilograms","17187"
"Algeria","1997","Machinery; for finishing paper or paperboard","Import","428917","65208","Weight in kilograms","65208"
"Algeria","1997","Machinery; parts of machinery for making pulp of fibrous cellulosic material","Import","15493","1812","Weight in kilograms","1812"
"Algeria","1997","Machinery; parts of machinery for making or finishing paper or paperboard","Import","1366772","43229","Weight in kilograms","43229"
"Algeria","1997","Book-binding machinery; including book-sewing machines","Import","1296283","88510","Weight in kilograms","88510"
"Algeria","1997","Book-binding machinery; including book-sewing machines, parts thereof","Import","106029","829","Weight in kilograms","829"
"Algeria","1997","Machines; cutting, of all kinds, for making up paper pulp, paper or paperboard","Import","1260339","199865","Weight in kilograms","199865"
"Algeria","1997","Machines; for making bags, sacks or envelopes of paper pulp, paper or paperboard","Import","918243","169857","Weight in kilograms","169857"
"Algeria","1997","Machines; for making cartons, boxes, cases, tubes, drums or similar containers (other than by moulding), of paper pulp, paper or paperboard","Import","915008","19655","Weight in kilograms","19655"
"Algeria","1997","Machines; for moulding articles, in paper pulp, paper or paperboard","Import","348965","20234","Weight in kilograms","20234"
"Algeria","1997","Machinery; n.e.c. in heading no. 8441, for making up paper pulp, paper or paperboard","Import","1544763","113847","Weight in kilograms","113847"
"Algeria","1997","Machinery; parts of machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds","Import","290936","4108","Weight in kilograms","4108"
"Algeria","1997","Phototype-setting & composing machines","Import","12326","16163","Weight in kilograms","16163"
"Algeria","1997","Machinery, app. & equip. for type-setting/composing (excl. of 8442.10), wit ...","Import","52651","280","Weight in kilograms","280"
"Algeria","1997","Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components","Import","428079","35455","Weight in kilograms","35455"
"Algeria","1997","Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components; parts thereof","Import","88068","825","Weight in kilograms","825"
"Algeria","1997","Plates, cylinders and other printing components; lithographic stones prepared for printing purposes (for example, planed, grained or polished)","Import","1780911","149068","Weight in kilograms","149068"
"Algeria","1997","Plates, cylinders and other printing components; lithographic stones prepared for printing purposes (for example, planed, grained or polished)","Export","705","628","Weight in kilograms","628"
"Algeria","1997","Printing machinery; offset, reel-fed","Import","384099","70444","Weight in kilograms","70444"
"Algeria","1997","Printing machinery; offset, sheet-fed, office type (sheet size not exceeding 22 x 36cm in the unfolded state)","Import","61878","24893","Weight in kilograms","24893"
"Algeria","1997","Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42, n.e.c. in item no. 8443.1","Import","4004054","272375","Weight in kilograms","272375"
"Algeria","1997","Letterpress printing mach. (excl. flexographic printing), reel-fed","Import","371903","91171","Weight in kilograms","91171"
"Algeria","1997","Letterpress printing mach. (excl. flexographic printing), other than reel-f ...","Import","99118","41659","Weight in kilograms","41659"
"Algeria","1997","Flexographic printing mach.","Import","1706751","105729","Weight in kilograms","105729"
"Algeria","1997","Gravure printing mach.","Import","241992","1409","Weight in kilograms","1409"
"Algeria","1997","Ink-jet printing machines","Import","756266","45950","Weight in kilograms","45950"
"Algeria","1997","Printing mach. n.e.s. in 84.43","Import","1029631","79064","Weight in kilograms","79064"
"Algeria","1997","Machines for uses ancillary to printing","Import","772533","43384","Weight in kilograms","43384"
"Algeria","1997","Parts of the mach. of 84.43","Import","1095476","42026","Weight in kilograms","42026"
"Algeria","1997","Textile machinery; for extruding, drawing, texturing or cutting man-made textile materials","Import","61154","27621","Weight in kilograms","27621"
"Algeria","1997","Textile machinery; carding machines for preparing textile fibres","Import","643771","58209","Weight in kilograms","58209"
"Algeria","1997","Textile machinery; n.e.c. in heading no. 8445, for preparing textile fibres","Import","65600","22500","Weight in kilograms","22500"
"Algeria","1997","Textile machinery; spinning machines","Import","512118","100737","Weight in kilograms","100737"
"Algeria","1997","Textile machinery; doubling or twisting machines","Import","75836","31999","Weight in kilograms","31999"
"Algeria","1997","Textile machinery; winding (including weft-winding) or reeling machines","Import","75369","34358","Weight in kilograms","34358"
"Algeria","1997","Textile machinery; involved in textile fibre or textile yarn preparation and n.e.c. in heading no. 8445","Import","84131","19084","Weight in kilograms","19084"
"Algeria","1997","Textile machinery; involved in textile fibre or textile yarn preparation and n.e.c. in heading no. 8445","Export","6135","1687","Weight in kilograms","1687"
"Algeria","1997","Weaving machines (looms); for weaving fabrics of a width 30cm or less","Import","4239","503","Weight in kilograms","503"
"Algeria","1997","Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttle type, other than power looms","Import","569692","44199","Weight in kilograms","44199"
"Algeria","1997","Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttleless type","Import","251138","22312","Weight in kilograms","22312"
"Algeria","1997","Knitting machines; circular, with cylinder diameter not exceeding 165mm","Import","334456","26867","Weight in kilograms","26867"
"Algeria","1997","Knitting machines; circular, with cylinder diameter exceeding 165mm","Import","134511","12125","Weight in kilograms","12125"
"Algeria","1997","Knitting machines; flat, stitch-bonding machines","Import","131340","35162","Weight in kilograms","35162"
"Algeria","1997","Machines; for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting","Import","321272","54734","Weight in kilograms","54734"
"Algeria","1997","Machines; for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting","Export","15266","42000","Weight in kilograms","42000"
"Algeria","1997","Machinery, auxiliary; dobbies and jacquards, card reducing, copying, punching or assembling machines for use therewith","Import","1226320","42004","Weight in kilograms","42004"
"Algeria","1997","Machinery, auxiliary; for machines of heading no. 8444, 8445, 8446 or 8447, n.e.c. in item no. 8448.11","Import","10003","10120","Weight in kilograms","10120"
"Algeria","1997","Machines; parts and accessories of machines or auxiliary machinery of heading no. 8444","Import","105697","3612","Weight in kilograms","3612"
"Algeria","1997","Machines, card clothing; parts and accessories","Import","97635","5651","Weight in kilograms","5651"
